Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2025-04-21,F (Jan 2026),0.0000,21.0000,24.4000,0.0000,23.6844,0,0,0,0
2025-04-22,F (Jan 2026),0.0000,23.2500,23.1000,0.0000,23.05,-0.6344,0,0,0
2025-04-23,F (Jan 2026),0.0000,19.2500,0.0000,0.0000,22.8146,-0.2354,0,0,0
2025-04-24,F (Jan 2026),0.0000,22.3500,22.3500,0.0000,22.35,-0.4646,0,0,0
2025-04-25,F (Jan 2026),22.1500,22.1500,21.8000,21.8000,21.75,-0.60,3,0,3
2025-04-28,F (Jan 2026),22.2500,22.3500,22.0000,22.2000,21.975,0.225,2,0,3
2025-04-29,F (Jan 2026),22.0500,22.1900,21.9000,21.9900,22.025,0.050,12,0,15
2025-04-30,F (Jan 2026),22.4400,22.5500,22.0500,22.3000,22.30,0.275,4,0,19
2025-05-01,F (Jan 2026),22.2600,22.3500,22.1500,22.1900,22.2706,-0.0294,7,0,26
2025-05-02,F (Jan 2026),22.1800,22.2500,21.9700,22.0200,22.025,-0.2456,13,0,39
2025-05-05,F (Jan 2026),22.1200,22.2500,22.0400,22.2500,22.15,0.125,45,0,71
2025-05-06,F (Jan 2026),22.4000,22.5500,22.3800,22.5000,22.525,0.375,42,0,91
2025-05-07,F (Jan 2026),0.0000,22.5500,22.6000,0.0000,22.425,-0.100,0,0,91
2025-05-08,F (Jan 2026),0.0000,22.3500,22.0500,0.0000,22.10,-0.325,0,0,91
2025-05-09,F (Jan 2026),0.0000,21.8500,21.8000,0.0000,21.85,-0.25,0,0,91
2025-05-12,F (Jan 2026),21.4600,21.4600,20.6500,20.7800,20.60,-1.25,13,0,97
2025-05-13,F (Jan 2026),20.6000,20.7000,20.5000,20.7000,20.65,0.05,37,0,131
2025-05-14,F (Jan 2026),20.7700,20.8000,20.7000,20.8000,20.75,0.10,13,0,140
2025-05-15,F (Jan 2026),20.9000,20.9000,20.7500,20.7500,20.725,-0.025,8,0,146
2025-05-16,F (Jan 2026),20.7000,21.0500,20.6500,20.9200,20.925,0.200,104,0,259
2025-05-19,F (Jan 2026),21.3000,21.6500,21.1200,21.1800,21.325,0.400,7,0,265
2025-05-20,F (Jan 2026),21.2500,21.3000,21.1500,21.1500,21.15,-0.175,18,0,263
2025-05-21,F (Jan 2026),21.3000,21.8000,21.1500,21.8000,21.70,0.55,83,0,323
2025-05-22,F (Jan 2026),21.9500,21.9500,21.6000,21.7100,21.7597,0.0597,98,0,356
2025-05-23,F (Jan 2026),21.5000,22.5900,21.5000,22.1500,22.05,0.2903,95,0,359
2025-05-27,F (Jan 2026),21.5000,21.8000,21.4000,21.4000,21.45,-0.60,45,0,372
2025-05-28,F (Jan 2026),21.5000,21.6000,21.4600,21.6000,21.5967,0.1467,71,0,403
2025-05-29,F (Jan 2026),21.4000,21.7000,21.3500,21.7000,21.7067,0.1100,37,0,421
2025-05-30,F (Jan 2026),21.8000,22.0500,21.7500,21.8000,21.8633,0.1566,43,0,424
2025-06-02,F (Jan 2026),21.9000,22.0500,21.7500,21.7900,21.75,-0.1133,18,0,430
2025-06-03,F (Jan 2026),21.8400,21.8500,21.6000,21.6500,21.6265,-0.1235,20,0,438
2025-06-04,F (Jan 2026),21.6500,21.7500,21.5500,21.7500,21.7153,0.0888,26,0,449
2025-06-05,F (Jan 2026),21.7000,22.0100,21.5400,22.0000,21.945,0.2297,127,0,501
2025-06-06,F (Jan 2026),22.0000,22.0000,21.6100,21.7000,21.70,-0.245,63,0,512
2025-06-09,F (Jan 2026),21.7000,21.8000,21.5500,21.6400,21.6782,-0.0218,66,0,523
